Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
1997-05-15,0.14625000357627863,0.15,0.11562480032443992,0.1175003975629806,1443120000,0.0,0.0,AMZN
1997-05-16,0.11812560260295864,0.11874960064887995,0.10250040292739868,0.10374959707260131,294000000,0.0,0.0,AMZN
1997-05-19,0.10562520325183859,0.1062503993511199,0.09749999642372124,0.10250040292739868,122136000,0.0,0.0,AMZN
1997-05-20,0.10374959707260131,0.10499999821186055,0.09812520146369927,0.09812520146369927,109344000,0.0,0.0,AMZN
1997-05-21,0.09812520146369927,0.0987503975629806,0.08250000178813932,0.08562480211257924,377064000,0.0,0.0,AMZN
1997-05-22,0.08624999821186055,0.0868752032518386,0.07874999642372124,0.08375040292739867,235536000,0.0,0.0,AMZN
1997-05-23,0.08437559902667999,0.09125039577484127,0.0800003975629806,0.09000000357627863,318744000,0.0,0.0,AMZN
1997-05-27,0.09062519967555996,0.0987503975629806,0.0875003993511199,0.09500040113925924,173952000,0.0,0.0,AMZN
1997-05-28,0.09749999642372124,0.09812520146369927,0.09187560081481931,0.09187560081481931,91488000,0.0,0.0,AMZN
1997-05-29,0.09249959886074065,0.09249959886074065,0.08874960243701928,0.09031199812889087,69456000,0.0,0.0,AMZN
1997-05-30,0.09000000357627863,0.09062519967555996,0.08874960243701928,0.09000000357627863,51888000,0.0,0.0,AMZN
1997-06-02,0.09062519967555996,0.09187560081481931,0.09000000357627863,0.09062519967555996,11832000,0.0,0.0,AMZN
1997-06-03,0.09187560081481931,0.09187560081481931,0.08874960243701928,0.08874960243701928,23664000,0.0,0.0,AMZN
1997-06-04,0.08874960243701928,0.08937479853630059,0.08375040292739867,0.08499959707260131,61608000,0.0,0.0,AMZN
1997-06-05,0.08499959707260131,0.09249959886074065,0.08250000178813932,0.09249959886074065,113448000,0.0,0.0,AMZN
1997-06-06,0.09093720316886891,0.10250040292739868,0.09062519967555996,0.09937560260295865,156144000,0.0,0.0,AMZN
1997-06-09,0.09937560260295865,0.10250040292739868,0.09937560260295865,0.10125000178813932,47040000,0.0,0.0,AMZN
1997-06-10,0.10250040292739868,0.10250040292739868,0.09187560081481931,0.09500040113925924,109176000,0.0,0.0,AMZN
1997-06-11,0.09562559723854057,0.0962496042251586,0.09187560081481931,0.09249959886074065,23760000,0.0,0.0,AMZN
1997-06-12,0.09500040113925924,0.0987503975629806,0.09312480390071867,0.0962496042251586,32640000,0.0,0.0,AMZN
1997-06-13,0.09749999642372124,0.09749999642372124,0.09500040113925924,0.09500040113925924,13872000,0.0,0.0,AMZN
1997-06-16,0.0962496042251586,0.0962496042251586,0.09375,0.09437519609928119,18264000,0.0,0.0,AMZN
1997-06-17,0.09593760073184963,0.09593760073184963,0.08968800008296957,0.09031199812889087,94128000,0.0,0.0,AMZN
1997-06-18,0.09125039577484127,0.09218760430812827,0.09000000357627863,0.09062519967555996,49296000,0.0,0.0,AMZN
1997-06-19,0.09062519967555996,0.09187560081481931,0.09000000357627863,0.09062519967555996,20064000,0.0,0.0,AMZN
1997-06-20,0.09187560081481931,0.09312480390071867,0.09000000357627863,0.09156239926815024,67752000,0.0,0.0,AMZN
1997-06-23,0.09249959886074065,0.09249959886074065,0.08874960243701928,0.09000000357627863,20952000,0.0,0.0,AMZN
1997-06-24,0.09031199812889087,0.09156239926815024,0.08874960243701928,0.09062519967555996,15024000,0.0,0.0,AMZN
1997-06-25,0.09156239926815024,0.09156239926815024,0.08937479853630059,0.09062519967555996,42120000,0.0,0.0,AMZN
1997-06-26,0.09125039577484127,0.09125039577484127,0.09031199812889087,0.09062519967555996,63792000,0.0,0.0,AMZN
1997-06-27,0.09093720316886891,0.09093720316886891,0.08874960243701928,0.08937479853630059,23760000,0.0,0.0,AMZN
1997-06-30,0.09062519967555996,0.09593760073184963,0.08874960243701928,0.09249959886074065,54936000,0.0,0.0,AMZN
1997-07-01,0.09249959886074065,0.09249959886074065,0.09062519967555996,0.09093720316886891,25848000,0.0,0.0,AMZN
1997-07-02,0.09093720316886891,0.09562559723854057,0.09062519967555996,0.0953123956918716,77640000,0.0,0.0,AMZN
1997-07-03,0.09593760073184963,0.1149996042251586,0.09562559723854057,0.11468760073184964,251544000,0.0,0.0,AMZN
1997-07-07,0.11000039577484128,0.12125040292739868,0.11000039577484128,0.12000000178813933,161064000,0.0,0.0,AMZN
1997-07-08,0.12249959707260132,0.14000040292739868,0.12249959707260132,0.13812479674816128,310344000,0.0,0.0,AMZN
1997-07-09,0.13812479674816128,0.14312520325183858,0.1362503975629806,0.13937519788742064,165240000,0.0,0.0,AMZN
1997-07-10,0.14000040292739868,0.15437520146369926,0.14000040292739868,0.15374999642372125,181032000,0.0,0.0,AMZN
1997-07-11,0.1512503921985625,0.1512503921985625,0.13250040113925923,0.13749960064887995,210624000,0.0,0.0,AMZN
1997-07-14,0.13937519788742064,0.14000040292739868,0.1268747985363006,0.12812519967555996,92088000,0.0,0.0,AMZN
1997-07-15,0.12812519967555996,0.14874959886074063,0.12812519967555996,0.14625000357627863,185496000,0.0,0.0,AMZN
1997-07-16,0.14687519967555995,0.1496879965066909,0.13812479674816128,0.14000040292739868,60480000,0.0,0.0,AMZN
1997-07-17,0.14062559902667998,0.14062559902667998,0.1293756008148193,0.13312559723854056,63384000,0.0,0.0,AMZN
1997-07-18,0.13125,0.13312559723854056,0.1293756008148193,0.1293756008148193,15600000,0.0,0.0,AMZN
1997-07-21,0.13062480390071868,0.1318751960992812,0.12875039577484126,0.1309379965066909,11496000,0.0,0.0,AMZN
1997-07-22,0.12999959886074064,0.13125,0.12374999821186056,0.12812519967555996,31272000,0.0,0.0,AMZN
1997-07-23,0.13125,0.14000040292739868,0.13062480390071868,0.13749960064887995,65184000,0.0,0.0,AMZN
1997-07-24,0.13812479674816128,0.13875000178813932,0.13312559723854056,0.13562520146369927,24336000,0.0,0.0,AMZN
1997-07-25,0.13312559723854056,0.13499999642372124,0.13312559723854056,0.1337496042251586,12408000,0.0,0.0,AMZN
1997-07-28,0.1337496042251586,0.1437503993511199,0.13312559723854056,0.13937519788742064,51480000,0.0,0.0,AMZN
1997-07-29,0.14187480211257925,0.15,0.14000040292739868,0.14874959886074063,96288000,0.0,0.0,AMZN
1997-07-30,0.15,0.15031199455261224,0.1456247985363006,0.14687519967555995,50352000,0.0,0.0,AMZN
1997-07-31,0.14625000357627863,0.14625000357627863,0.14000040292739868,0.1437503993511199,29088000,0.0,0.0,AMZN
1997-08-01,0.14062559902667998,0.1449996024370193,0.13499999642372124,0.1449996024370193,71760000,0.0,0.0,AMZN
1997-08-04,0.14249999821186055,0.14468759894371033,0.13812479674816128,0.13875000178813932,53424000,0.0,0.0,AMZN
1997-08-05,0.14000040292739868,0.14000040292739868,0.12875039577484126,0.13250040113925923,60648000,0.0,0.0,AMZN
1997-08-06,0.13250040113925923,0.13875000178813932,0.13125,0.13499999642372124,24864000,0.0,0.0,AMZN
1997-08-07,0.13499999642372124,0.13562520146369927,0.12750000357627864,0.13062480390071868,40680000,0.0,0.0,AMZN
1997-08-08,0.12999959886074064,0.13812479674816128,0.12624960243701927,0.13749960064887995,44232000,0.0,0.0,AMZN
1997-08-11,0.13749960064887995,0.14000040292739868,0.13499999642372124,0.1396872013807296,24792000,0.0,0.0,AMZN
1997-08-12,0.13687560260295864,0.13812479674816128,0.1318751960992812,0.1318751960992812,11424000,0.0,0.0,AMZN
1997-08-13,0.1337496042251586,0.1337496042251586,0.12999959886074064,0.1318751960992812,11808000,0.0,0.0,AMZN
1997-08-14,0.13062480390071868,0.13499999642372124,0.12718800008296957,0.1293756008148193,20832000,0.0,0.0,AMZN
1997-08-15,0.12812519967555996,0.1293756008148193,0.11624999642372125,0.1268747985363006,31944000,0.0,0.0,AMZN
1997-08-18,0.12312480211257924,0.12312480211257924,0.11812560260295864,0.12249959707260132,35688000,0.0,0.0,AMZN
1997-08-19,0.12562560439109796,0.13250040113925923,0.12312480211257924,0.12999959886074064,20064000,0.0,0.0,AMZN
1997-08-20,0.13125,0.13125,0.1243752032518386,0.12999959886074064,19992000,0.0,0.0,AMZN
1997-08-21,0.12812519967555996,0.13031280040740958,0.1243752032518386,0.1268747985363006,12480000,0.0,0.0,AMZN
1997-08-22,0.12624960243701927,0.12750000357627864,0.12562560439109796,0.12750000357627864,14256000,0.0,0.0,AMZN
1997-08-25,0.12624960243701927,0.13562520146369927,0.12624960243701927,0.13312559723854056,22536000,0.0,0.0,AMZN
1997-08-26,0.1343748003244399,0.14124959707260132,0.1337496042251586,0.14062559902667998,51480000,0.0,0.0,AMZN
1997-08-27,0.13843799829483022,0.13937519788742064,0.13499999642372124,0.13906199634075156,27840000,0.0,0.0,AMZN
1997-08-28,0.13812479674816128,0.1437503993511199,0.13687560260295864,0.14249999821186055,22944000,0.0,0.0,AMZN
1997-08-29,0.14187480211257925,0.14249999821186055,0.13937519788742064,0.14031239748001093,14448000,0.0,0.0,AMZN
1997-09-02,0.14062559902667998,0.14249999821186055,0.14000040292739868,0.14124959707260132,14640000,0.0,0.0,AMZN
1997-09-03,0.14062559902667998,0.1449996024370193,0.13875000178813932,0.14000040292739868,39288000,0.0,0.0,AMZN
1997-09-04,0.14187480211257925,0.1531247913837432,0.14062559902667998,0.1531247913837432,66960000,0.0,0.0,AMZN
1997-09-05,0.15500040650367733,0.1599995970726013,0.14750039577484128,0.15,38160000,0.0,0.0,AMZN
1997-09-08,0.15187559723854055,0.18125039935111992,0.15,0.18000000715255726,112968000,0.0,0.0,AMZN
1997-09-09,0.18843719959259025,0.20312520861625669,0.18156239390373227,0.19437480568885798,179424000,0.0,0.0,AMZN
1997-09-10,0.19875000715255728,0.19968720674514767,0.1875,0.19812480211257935,77328000,0.0,0.0,AMZN
1997-09-11,0.20000039935111993,0.20000039935111993,0.18249959349632255,0.18937559723854056,85248000,0.0,0.0,AMZN
1997-09-12,0.19124999642372123,0.22187520861625668,0.18937559723854056,0.22125000357627864,66672000,0.0,0.0,AMZN
1997-09-15,0.21999959349632256,0.2206247985363006,0.1831247985363006,0.18562560081481932,111672000,0.0,0.0,AMZN
1997-09-16,0.1875,0.21249960064887996,0.18718800544738762,0.20124959349632257,128640000,0.0,0.0,AMZN
1997-09-17,0.2075003921985625,0.20999999642372125,0.20000039935111993,0.20437560081481934,52152000,0.0,0.0,AMZN
1997-09-18,0.20625,0.20812559723854054,0.19687560796737671,0.1974995970726013,42576000,0.0,0.0,AMZN
1997-09-19,0.20281199812889097,0.2450003921985625,0.20250000357627865,0.23687519431114185,178584000,0.0,0.0,AMZN
1997-09-22,0.24000000357627865,0.28062479496002196,0.23687519431114185,0.2699999928474426,338760000,0.0,0.0,AMZN
1997-09-23,0.26937480568885797,0.2787503957748413,0.2637503921985625,0.27750000357627863,153648000,0.0,0.0,AMZN
1997-09-24,0.2787503957748413,0.28874999284744257,0.25749959349632257,0.2625,164016000,0.0,0.0,AMZN
1997-09-25,0.26062560081481934,0.26124960780143736,0.24312479496002196,0.24468719959259025,99360000,0.0,0.0,AMZN
1997-09-26,0.244375205039978,0.25562519431114183,0.24312479496002196,0.24999960064887997,54624000,0.0,0.0,AMZN
1997-09-29,0.24875040650367733,0.2512499928474426,0.2375003993511199,0.24249960780143734,47424000,0.0,0.0,AMZN
1997-09-30,0.24000000357627865,0.26093759536743155,0.22812479138374317,0.26031240820884693,105096000,0.0,0.0,AMZN
1997-10-01,0.2662499964237212,0.2699999928474426,0.23625000715255726,0.24125039577484125,99984000,0.0,0.0,AMZN
1997-10-02,0.24249960780143734,0.250624805688858,0.2393747985363006,0.24062520861625666,37536000,0.0,0.0,AMZN
1997-10-03,0.2450003921985625,0.24749999642372122,0.23874959349632255,0.2409372031688689,23280000,0.0,0.0,AMZN
1997-10-06,0.24000000357627865,0.24749999642372122,0.23656200170516964,0.24749999642372122,40560000,0.0,0.0,AMZN
1997-10-07,0.2450003921985625,0.2512499928474426,0.24249960780143734,0.2434380054473876,34848000,0.0,0.0,AMZN
1997-10-08,0.24875040650367733,0.24999960064887997,0.23906280398368834,0.24031199812889098,56136000,0.0,0.0,AMZN
1997-10-09,0.24000000357627865,0.24125039577484125,0.22437479496002197,0.22499999999999998,79008000,0.0,0.0,AMZN
1997-10-10,0.22374960780143735,0.24375,0.21999959349632256,0.2340623974800109,75744000,0.0,0.0,AMZN
1997-10-13,0.23562480211257933,0.24249960780143734,0.23562480211257933,0.24000000357627865,16296000,0.0,0.0,AMZN
