Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
1980-12-12,0.09987384080886841,0.10030805080123947,0.09987384080886841,0.09987384080886841,469033600,0.0,0.0,AAPL
1980-12-15,0.09509752429827112,0.09509752429827112,0.0946633145213127,0.09466331452131271,175884800,0.0,0.0,AAPL
1980-12-16,0.08814945734017585,0.08814945734017585,0.0877152532339096,0.0877152532339096,105728000,0.0,0.0,AAPL
1980-12-17,0.08988625556230545,0.09032046532228592,0.08988625556230545,0.08988625556230545,86441600,0.0,0.0,AAPL
1980-12-18,0.09249229729175566,0.09292650133801039,0.09249229729175566,0.09249229729175568,73449600,0.0,0.0,AAPL
1980-12-19,0.09813699871301651,0.09857120864467557,0.09813699871301651,0.09813699871301651,48630400,0.0,0.0,AAPL
1980-12-22,0.10291326045989992,0.10334824717521474,0.10291326045989992,0.1029132604598999,37363200,0.0,0.0,AAPL
1980-12-23,0.10725611448287964,0.10769032436715366,0.10725611448287964,0.10725611448287964,46950400,0.0,0.0,AAPL
1980-12-24,0.11290078610181808,0.11333499590113269,0.11290078610181808,0.11290078610181808,48003200,0.0,0.0,AAPL
1980-12-26,0.12332257628440856,0.12375678625161779,0.12332257628440856,0.12332257628440857,55574400,0.0,0.0,AAPL
1980-12-29,0.12505944073200226,0.12549365082480896,0.12505944073200226,0.12505944073200226,93161600,0.0,0.0,AAPL
1980-12-30,0.12245415238356995,0.12245415238356995,0.12201995402574538,0.12201995402574539,68880000,0.0,0.0,AAPL
1980-12-31,0.11898049464125861,0.11898049464125861,0.11854628473520279,0.11854628473520279,35750400,0.0,0.0,AAPL
1981-01-02,0.11984883248806001,0.12071725179027382,0.11984883248806001,0.11984883248806,21660800,0.0,0.0,AAPL
1981-01-05,0.11767784581561412,0.11767784581561412,0.1172436475753784,0.11724364757537842,35728000,0.0,0.0,AAPL
1981-01-06,0.11246658606677541,0.11246658606677541,0.11203237622976302,0.11203237622976303,45158400,0.0,0.0,AAPL
1981-01-07,0.10769032436715366,0.10769032436715366,0.10725611448287964,0.10725611448287964,55686400,0.0,0.0,AAPL
1981-01-08,0.10551922824718096,0.10551922824718096,0.10508503019809724,0.10508503019809723,39827200,0.0,0.0,AAPL
1981-01-09,0.11072977632284164,0.11116398623047279,0.11072977632284164,0.11072977632284164,21504000,0.0,0.0,AAPL
1981-01-12,0.11072978967661937,0.11072978967661937,0.10986138135194778,0.10986138135194778,23699200,0.0,0.0,AAPL
1981-01-13,0.10638768712904573,0.10638768712904573,0.10595347732305527,0.10595347732305527,23049600,0.0,0.0,AAPL
1981-01-14,0.10638764500617981,0.10682185464025036,0.10638764500617981,0.10638764500617981,14291200,0.0,0.0,AAPL
1981-01-15,0.10855874419212341,0.10942715236580448,0.10855874419212341,0.10855874419212341,14067200,0.0,0.0,AAPL
1981-01-16,0.10812453676385124,0.10812453676385124,0.10769032686948776,0.10769032686948776,13395200,0.0,0.0,AAPL
1981-01-19,0.11420343816280365,0.11463764809237106,0.11420343816280365,0.11420343816280365,41574400,0.0,0.0,AAPL
1981-01-20,0.11116398623047279,0.11116398623047279,0.11072977632284164,0.11072977632284164,30083200,0.0,0.0,AAPL
